experiment,learning_rate,seed,cumulative_model_error,maximum_model_error,proposal_mismatch_steps,final_model_error
H2-noise,0.8,41000,4.518557983,1.421428754,2,0.079620393
H2-noise,1.0,41000,4.935046699,1.691677728,2,0.078716958
H2-noise,0.05,41001,1.740915079,0.153190805,0,0.093107792
H2-noise,0.2,41001,3.340403641,0.56042799,4,0.075485336
H2-noise,0.5,41001,3.95021959,1.150375557,3,0.076849446
H2-noise,0.8,41001,4.63800922,1.475844131,2,0.086913369
H2-noise,1.0,41001,5.135146648,1.555638903,2,0.086698892
H2-noise,0.05,41002,1.796139778,0.16560189,0,0.089261731
H2-noise,0.2,41002,3.383897228,0.611797366,5,0.062085129
H2-noise,0.5,41002,4.037152445,1.256937291,4,0.08897079
H2-noise,0.8,41002,4.682654897,1.57959278,3,0.148939287
H2-noise,1.0,41002,5.010029073,1.710164502,2,0.190613687
H2-noise,0.05,41003,1.784555126,0.150587284,0,0.104333064
H2-noise,0.2,41003,3.537897399,0.557218006,5,0.099504836
H2-noise,0.5,41003,4.148346462,1.146595248,3,0.08336355
H2-noise,0.8,41003,4.72197325,1.457683726,2,0.090995103
H2-noise,1.0,41003,5.040545192,1.522827085,2,0.098764043
H2-noise,0.05,41004,1.691626013,0.141098563,0,0.097006531
H2-noise,0.2,41004,3.449712487,0.542133191,4,0.105036647
H2-noise,0.5,41004,4.432942089,1.197000182,4,0.140082762
H2-noise,0.8,41004,5.123166336,1.559219773,3,0.177767584
H2-noise,1.0,41004,5.444227926,1.659025084,2,0.184659841
H2-noise,0.05,41005,1.677851407,0.149897907,0,0.087529294
H2-noise,0.2,41005,3.245936313,0.555036292,3,0.053490456
H2-noise,0.5,41005,3.79888978,1.170670671,3,0.001419896
H2-noise,0.8,41005,4.29610158,1.518953013,2,0.042133069
H2-noise,1.0,41005,4.967131729,1.598214986,2,0.084285272
H2-noise,0.05,41006,1.776130276,0.152963858,0,0.085978142
H2-noise,0.2,41006,3.554578698,0.595545091,4,0.053358451
H2-noise,0.5,41006,3.943872298,1.253522723,3,0.018523954
H2-noise,0.8,41006,4.428623555,1.587789633,2,0.025230054
H2-noise,1.0,41006,4.949151437,1.74701667,2,0.041425196
H2-noise,0.05,41007,1.909181848,0.162014547,0,0.097409122
H2-noise,0.2,41007,3.648932854,0.594432724,5,0.048223973
H2-noise,0.5,41007,4.167037359,1.215201111,4,0.033572075
H2-noise,0.8,41007,4.560096789,1.509790984,3,0.084052255
H2-noise,1.0,41007,4.894421647,1.774457454,2,0.110085628
H2-noise,0.05,41008,1.891295435,0.16142109,0,0.090859485
H2-noise,0.2,41008,3.530773896,0.59026241,5,0.044045406
H2-noise,0.5,41008,4.250875647,1.228987707,3,0.038688612
H2-noise,0.8,41008,4.941728205,1.594881432,3,0.062965356
H2-noise,1.0,41008,5.639303833,1.687637949,2,0.061277651
H2-noise,0.05,41009,1.773672361,0.161491703,0,0.07904048
H2-noise,0.2,41009,3.211704001,0.566729109,4,0.02617761
H2-noise,0.5,41009,3.935076131,1.121973148,3,0.03144084
H2-noise,0.8,41009,4.465554166,1.409281205,3,0.092920844
H2-noise,1.0,41009,5.02015586,1.555825471,2,0.143966796
H2-noise,0.05,41010,1.664147219,0.157004007,0,0.076584368
H2-noise,0.2,41010,3.119895978,0.583524727,3,0.033272058
H2-noise,0.5,41010,3.89934917,1.247000507,3,0.02634048
H2-noise,0.8,41010,4.838930857,1.643978639,3,0.048262213
H2-noise,1.0,41010,5.467931472,1.751503076,2,0.064801976
H2-noise,0.05,41011,1.724607504,0.152949819,0,0.089044299
H2-noise,0.2,41011,3.333160558,0.571153506,4,0.069522392
H2-noise,0.5,41011,4.163947178,1.227227114,4,0.085411778
H2-noise,0.8,41011,4.762586956,1.590779989,3,0.105578888
H2-noise,1.0,41011,5.04937167,1.669241323,2,0.10847388
H2-noise,0.05,41012,1.987983407,0.181647855,0,0.091717985
H2-noise,0.2,41012,3.648171827,0.652835521,5,0.025791012
H2-noise,0.5,41012,4.012394634,1.331726978,4,0.047833204
H2-noise,0.8,41012,4.500389424,1.692571526,2,0.06913995
H2-noise,1.0,41012,4.946955063,1.795241241,2,0.072441596
H2-noise,0.05,41013,1.701136052,0.146678732,0,0.068609895
H2-noise,0.2,41013,3.39059436,0.578449168,4,0.003907197
H2-noise,0.5,41013,4.174100487,1.236224653,3,0.049550696
H2-noise,0.8,41013,4.628289925,1.585069944,2,0.046415755
H2-noise,1.0,41013,5.106023597,1.654694539,2,0.030307206
H2-noise,0.05,41014,1.496974442,0.140200981,0,0.05507747
H2-noise,0.2,41014,3.01200131,0.553220761,4,0.001420889
H2-noise,0.5,41014,3.868037935,1.182507281,3,0.002403938
H2-noise,0.8,41014,4.412636622,1.500410441,2,0.050764154
H2-noise,1.0,41014,5.029577432,1.727306221,2,0.076017799
H2-noise,0.05,41015,1.551372123,0.148917787,0,0.06775391
H2-noise,0.2,41015,2.905539017,0.546671469,3,0.034283752
H2-noise,0.5,41015,4.037638189,1.160274199,4,0.058963125
H2-noise,0.8,41015,4.548814818,1.488216252,2,0.087242902
H2-noise,1.0,41015,4.97298693,1.619050508,2,0.088791192
H2-noise,0.05,41016,1.645195022,0.147894163,0,0.091162517
H2-noise,0.2,41016,3.197398508,0.553267532,4,0.079507884
H2-noise,0.5,41016,3.731178844,1.169231147,4,0.057852329
H2-noise,0.8,41016,4.405339053,1.500211813,3,0.012584629
H2-noise,1.0,41016,4.913696753,1.577967881,2,0.044853298
H2-noise,0.05,41017,1.613408497,0.144208352,0,0.072755287
H2-noise,0.2,41017,3.093602928,0.541265364,3,0.017604858
H2-noise,0.5,41017,3.603447287,1.137973828,4,0.046221679
H2-noise,0.8,41017,4.248067328,1.475373663,2,0.083552127
H2-noise,1.0,41017,4.635516785,1.549475471,2,0.112788288
H2-noise,0.05,41018,1.411039532,0.135235967,0,0.067074716
H2-noise,0.2,41018,2.832324892,0.51765745,4,0.041430492
H2-noise,0.5,41018,3.824018708,1.07389242,3,0.002163623
H2-noise,0.8,41018,4.41540185,1.328027538,2,0.033486747
H2-noise,1.0,41018,4.968009019,1.608730197,2,0.048938116
H2-noise,0.05,41019,1.463012085,0.135390818,0,0.073851273
H2-noise,0.2,41019,2.926296195,0.526145404,3,0.055641787
H2-noise,0.5,41019,3.566571304,1.136604903,3,0.070077297
H2-noise,0.8,41019,4.412700397,1.481366575,2,0.114758035
H2-noise,1.0,41019,4.950310148,1.576787721,2,0.133482301
H2-noise,0.05,41020,1.884159514,0.166332554,0,0.100449018
H2-noise,0.2,41020,3.567303066,0.604187631,5,0.075800773
H2-noise,0.5,41020,3.989971871,1.242339203,3,0.066150765
H2-noise,0.8,41020,4.411632921,1.597630373,2,0.090877479
H2-noise,1.0,41020,5.074926974,1.67833999,2,0.117712696
H2-noise,0.05,41021,1.53255663,0.148983688,0,0.064399971
H2-noise,0.2,41021,2.901143815,0.558304011,4,0.000534147
H2-noise,0.5,41021,3.590702815,1.168620895,3,0.082706317
H2-noise,0.8,41021,4.410526799,1.491521524,2,0.127743299
H2-noise,1.0,41021,5.070900897,1.558424861,2,0.14896283
H2-noise,0.05,41022,2.014949107,0.184604229,0,0.078960772
H2-noise,0.2,41022,3.478622056,0.625092833,4,0.009145432
H2-noise,0.5,41022,3.802133938,1.233200846,3,0.034314162
H2-noise,0.8,41022,4.266712735,1.542367719,2,0.046172935
H2-noise,1.0,41022,4.725449838,1.710343167,2,0.050897578
H2-noise,0.05,41023,1.629743061,0.152460359,0,0.086864982
H2-noise,0.2,41023,3.092482173,0.564668549,4,0.070646594
H2-noise,0.5,41023,3.680748211,1.172490248,3,0.058322113
H2-noise,0.8,41023,4.200877052,1.500165682,2,0.038111994
H2-noise,1.0,41023,4.66296523,1.562554562,2,0.017599539
H2-noise,0.05,41024,1.516055485,0.145444325,0,0.066287394
H2-noise,0.2,41024,3.068803432,0.580337982,3,0.031609853
H2-noise,0.5,41024,3.751072431,1.280021361,3,0.007454814
H2-noise,0.8,41024,4.4623427,1.685778412,2,0.014629499
H2-noise,1.0,41024,5.173964517,1.8,2,0.044983818
H2-noise,0.05,41025,1.697370919,0.145430267,0,0.077635028
H2-noise,0.2,41025,3.272663837,0.540910636,4,0.044126672
H2-noise,0.5,41025,4.470129828,1.172778025,4,0.086426809
H2-noise,0.8,41025,5.072877282,1.530147535,3,0.149795033
H2-noise,1.0,41025,5.336982344,1.611977529,2,0.171299938
H2-noise,0.05,41026,1.275323992,0.127919527,0,0.043251781
H2-noise,0.2,41026,2.542224573,0.507118385,3,0.010949853
H2-noise,0.5,41026,3.507589398,1.107543339,3,0.036017263
H2-noise,0.8,41026,4.309332052,1.449043163,3,0.033271642
H2-noise,1.0,41026,4.684343168,1.53413137,2,0.021698958
H2-noise,0.05,41027,1.808892601,0.167128307,0,0.072187548
H2-noise,0.2,41027,3.285120032,0.595840905,4,0.002880398
H2-noise,0.5,41027,4.153178162,1.188150087,3,0.013491228
H2-noise,0.8,41027,4.572333166,1.497704006,3,0.017789646
H2-noise,1.0,41027,5.062484728,1.612224862,2,0.04911904
H2-noise,0.05,41028,1.771367644,0.158445177,0,0.066742166
H2-noise,0.2,41028,3.380942033,0.593949452,5,0.01820226
H2-noise,0.5,41028,4.293387274,1.217236136,4,0.08240284
H2-noise,0.8,41028,4.853009991,1.547843976,2,0.099703647
H2-noise,1.0,41028,5.273202061,1.626734336,2,0.117506744
H2-noise,0.05,41029,1.59613227,0.146847621,0,0.061461981
H2-noise,0.2,41029,3.128866013,0.570918529,4,0.006059774
H2-noise,0.5,41029,3.939450713,1.221275976,4,0.0533325
H2-noise,0.8,41029,4.524132028,1.56619181,3,0.034410851
H2-noise,1.0,41029,4.804028823,1.636572928,2,0.004020307
H2-noise,0.05,41030,1.524818058,0.144858224,0,0.058383233
H2-noise,0.2,41030,3.007551888,0.567008428,4,0.012735894
H2-noise,0.5,41030,4.149236367,1.193603089,4,0.022940673
H2-noise,0.8,41030,4.74571998,1.484628338,2,0.054944621
H2-noise,1.0,41030,5.384918388,1.7598411,2,0.075688549
H2-noise,0.05,41031,1.578594773,0.151892033,0,0.065135636
H2-noise,0.2,41031,2.881633528,0.559001754,4,0.007871785
H2-noise,0.5,41031,3.714130533,1.140866474,3,0.007720193
H2-noise,0.8,41031,4.102624577,1.424896601,2,0.050967761
H2-noise,1.0,41031,4.516652596,1.598113495,2,0.085104762
H2-noise,0.05,41032,1.798534284,0.157499096,0,0.092830944
H2-noise,0.2,41032,3.480909318,0.58918082,4,0.064344397
H2-noise,0.5,41032,3.996986507,1.224159114,3,0.064420891
H2-noise,0.8,41032,4.288586003,1.561247862,2,0.105452923
H2-noise,1.0,41032,4.617921313,1.694958905,2,0.128728048
H2-noise,0.05,41033,1.513369616,0.146102919,0,0.062348968
H2-noise,0.2,41033,2.864339812,0.554917915,4,0.011307919
H2-noise,0.5,41033,3.491785224,1.153770145,3,0.025056008
H2-noise,0.8,41033,4.078004685,1.443304507,2,0.036202148
H2-noise,1.0,41033,4.445674627,1.64713476,2,0.043137445
H2-noise,0.05,41034,2.201947768,0.183150211,0,0.11109653
H2-noise,0.2,41034,3.977058749,0.624760415,5,0.083930772
H2-noise,0.5,41034,4.488571333,1.240073052,4,0.058753294
H2-noise,0.8,41034,4.926571334,1.572162422,3,0.056363261
H2-noise,1.0,41034,5.235091137,1.643164245,2,0.060337056
H2-noise,0.05,41035,1.920860184,0.173976799,0,0.094336822
H2-noise,0.2,41035,3.489929601,0.622361327,5,0.062675453
H2-noise,0.5,41035,4.088847893,1.288763501,4,0.068775642
H2-noise,0.8,41035,4.84261584,1.657437756,3,0.10071273
H2-noise,1.0,41035,5.276437155,1.733464191,2,0.118475875
H2-noise,0.05,41036,1.882197955,0.162379574,0,0.100713289
H2-noise,0.2,41036,3.569812637,0.599919129,5,0.066201106
H2-noise,0.5,41036,3.887618652,1.254205526,4,0.025574951
H2-noise,0.8,41036,4.333976403,1.620534718,3,0.027819402
H2-noise,1.0,41036,4.630962538,1.705387754,2,0.043234641
H2-noise,0.05,41037,1.634666937,0.152012278,0,0.079547296
H2-noise,0.2,41037,3.197736879,0.569028958,4,0.051998739
H2-noise,0.5,41037,3.724572037,1.145606493,3,0.02947188
H2-noise,0.8,41037,4.386948421,1.40992959,2,0.022329856
H2-noise,1.0,41037,4.833342036,1.592257363,2,0.021244121
H2-noise,0.05,41038,2.041340013,0.177782145,0,0.103217496
H2-noise,0.2,41038,3.801739538,0.635790655,5,0.056354937
H2-noise,0.5,41038,4.203747937,1.293968725,3,0.021379427
H2-noise,0.8,41038,4.711985916,1.651669517,2,0.059200468
H2-noise,1.0,41038,5.419440908,1.722116726,2,0.09686032
H2-noise,0.05,41039,1.70388621,0.145600666,0,0.066732985
H2-noise,0.2,41039,3.402628836,0.581755343,4,0.006532424
H2-noise,0.5,41039,4.170528175,1.252758748,3,0.030726698
H2-noise,0.8,41039,4.681429832,1.634134938,3,0.004749015
H2-noise,1.0,41039,5.077018292,1.733919339,2,0.02539729
H2-noise,0.05,41040,1.813591358,0.151863711,0,0.093005211
H2-noise,0.2,41040,3.52441987,0.558247742,4,0.06409417
H2-noise,0.5,41040,4.285764722,1.20011007,4,0.027453845
H2-noise,0.8,41040,4.808644305,1.558786579,3,0.004335336
H2-noise,1.0,41040,5.007700242,1.660951965,2,0.00726617
H2-noise,0.05,41041,1.562931184,0.145867247,0,0.050616485
H2-noise,0.2,41041,3.034165174,0.533307672,4,0.037488871
H2-noise,0.5,41041,4.133323324,1.107959611,4,0.070344442
H2-noise,0.8,41041,4.892806045,1.397132668,3,0.057522221
H2-noise,1.0,41041,5.210581917,1.521942718,2,0.051109969
H2-noise,0.05,41042,1.684952257,0.161484395,0,0.064790171
H2-noise,0.2,41042,2.979083037,0.570573388,4,5.9795e-05
H2-noise,0.5,41042,3.915489419,1.186004698,3,0.031440864
H2-noise,0.8,41042,4.545589723,1.538352074,2,0.057754576
H2-noise,1.0,41042,5.13219255,1.620291091,2,0.089984939
H2-noise,0.05,41043,1.77139889,0.168406525,0,0.071891517
H2-noise,0.2,41043,3.197066403,0.617164187,5,0.004354121
H2-noise,0.5,41043,3.983746635,1.285879692,4,0.059904556
H2-noise,0.8,41043,4.681590144,1.653275476,3,0.090843421
H2-noise,1.0,41043,5.086648689,1.735872452,2,0.116572709
H2-noise,0.05,41044,1.608702774,0.146889902,0,0.076959214
H2-noise,0.2,41044,3.067165088,0.545705518,4,0.042358769
H2-noise,0.5,41044,3.566214326,1.114713108,4,0.020350777
H2-noise,0.8,41044,4.358024424,1.403089763,2,0.01148512
H2-noise,1.0,41044,4.727583412,1.534935193,2,0.002798435
H2-noise,0.05,41045,1.578471048,0.168327821,0,0.041286911
H2-noise,0.2,41045,3.062721038,0.603842988,4,0.069221673
H2-noise,0.5,41045,4.092352496,1.207978405,3,0.135526478
H2-noise,0.8,41045,4.812704633,1.50292198,2,0.165217566
H2-noise,1.0,41045,5.56427144,1.7592103,2,0.2
H2-noise,0.05,41046,1.764362031,0.162552529,0,0.072047012
H2-noise,0.2,41046,3.183068065,0.57684959,4,0.011360394
H2-noise,0.5,41046,4.043366474,1.199469279,3,0.001038415
H2-noise,0.8,41046,4.967779909,1.56082371,3,0.055603314
H2-noise,1.0,41046,5.754093387,1.643070611,3,0.109769329
H2-noise,0.05,41047,2.08051725,0.173880122,0,0.096104046
H2-noise,0.2,41047,3.766017058,0.615304625,5,0.035119268
H2-noise,0.5,41047,4.239970203,1.270838109,4,0.029746123
H2-noise,0.8,41047,4.743869809,1.669524815,3,0.048130389
H2-noise,1.0,41047,5.031151864,1.797718266,2,0.040392296
H2-noise,0.05,41048,1.87395405,0.157991314,0,0.092932043
H2-noise,0.2,41048,3.706589877,0.607386921,5,0.058846777
H2-noise,0.5,41048,4.191587466,1.300049892,4,0.027454832
H2-noise,0.8,41048,4.473750037,1.673007505,3,0.020382753
H2-noise,1.0,41048,4.723208805,1.748913546,2,0.020194003
H2-noise,0.05,41049,1.886154075,0.157219066,0,0.089282616
H2-noise,0.2,41049,3.49563834,0.559462624,5,0.039341542
H2-noise,0.5,41049,3.990816795,1.161969567,4,0.016134655
H2-noise,0.8,41049,4.466844419,1.490434399,2,0.054744001
H2-noise,1.0,41049,4.986037963,1.663225849,2,0.088678353
H2-noise,0.05,41050,1.994540725,0.177873852,0,0.092533285
H2-noise,0.2,41050,3.577579291,0.631827203,5,0.043773464
H2-noise,0.5,41050,4.209488262,1.279135091,3,0.025850579
H2-noise,0.8,41050,4.4654453,1.61456976,2,0.012946844
H2-noise,1.0,41050,4.812319914,1.680323908,2,0.005904633
H2-noise,0.05,41051,1.852593105,0.150549287,0,0.099835871
H2-noise,0.2,41051,3.518961824,0.545066669,4,0.073133801
H2-noise,0.5,41051,3.961879802,1.147346945,3,0.032754721
H2-noise,0.8,41051,4.259405643,1.480495609,2,0.007011292
H2-noise,1.0,41051,4.731467231,1.576122788,2,0.013483015
H2-noise,0.05,41052,1.980268946,0.167703573,0,0.106995175
H2-noise,0.2,41052,3.805013514,0.61444962,5,0.084408732
H2-noise,0.5,41052,4.284744843,1.271407298,4,0.053861966
H2-noise,0.8,41052,4.693715683,1.647008858,3,0.039842699
H2-noise,1.0,41052,4.948163655,1.744307893,2,0.041348776
H2-noise,0.05,41053,1.851661548,0.1457737,0,0.089213436
H2-noise,0.2,41053,3.738644952,0.556322944,5,0.047168438
H2-noise,0.5,41053,4.745268663,1.216030382,5,0.010114066
H2-noise,0.8,41053,5.229798071,1.574923041,3,0.012689107
H2-noise,1.0,41053,5.493441448,1.648158903,2,0.033585648
H2-noise,0.05,41054,1.397744233,0.140889255,0,0.051412438
H2-noise,0.2,41054,2.749608431,0.54821537,4,0.005720651
H2-noise,0.5,41054,3.712772682,1.149513791,3,0.012608918
H2-noise,0.8,41054,4.344005646,1.423267502,2,0.039603144
H2-noise,1.0,41054,4.677757506,1.704157224,2,0.047577149
H2-noise,0.05,41055,1.987694895,0.170431581,0,0.107720165
H2-noise,0.2,41055,3.775683446,0.618731009,5,0.086280133
H2-noise,0.5,41055,4.435168335,1.277560039,3,0.063489446
H2-noise,0.8,41055,4.945931223,1.636168239,2,0.037048394
H2-noise,1.0,41055,5.541463588,1.708711587,2,0.01428975
H2-noise,0.05,41056,1.637969034,0.145670649,0,0.076216629
H2-noise,0.2,41056,3.077670382,0.536062191,4,0.032637158
H2-noise,0.5,41056,3.781188974,1.106914827,3,0.036327138
H2-noise,0.8,41056,4.225683354,1.380533871,2,0.085896677
H2-noise,1.0,41056,4.744635077,1.688679087,2,0.116479457
H2-noise,0.05,41057,1.824863913,0.173407665,0,0.070210469
H2-noise,0.2,41057,3.290751009,0.6267319,5,0.006703353
H2-noise,0.5,41057,4.241856371,1.27702227,3,0.051904783
H2-noise,0.8,41057,4.623442152,1.621968948,3,0.08065908
H2-noise,1.0,41057,4.922824917,1.686412164,2,0.104202589
H2-noise,0.05,41058,1.787909476,0.148772799,0,0.09715464
H2-noise,0.2,41058,3.546656892,0.565449895,4,0.07989392
H2-noise,0.5,41058,4.108275826,1.181852419,3,0.046866619
H2-noise,0.8,41058,4.456951566,1.508205387,3,0.022431058
H2-noise,1.0,41058,4.734082961,1.573400567,2,0.009963975
H2-noise,0.05,41059,1.739046584,0.158877674,0,0.085828442
H2-noise,0.2,41059,3.351703001,0.592207153,5,0.057527552
H2-noise,0.5,41059,4.228408582,1.209355331,3,0.040328907
H2-noise,0.8,41059,4.743058296,1.508443505,2,0.034511661
H2-noise,1.0,41059,5.042555465,1.719702945,2,0.029488346
H2-noise,0.05,41060,1.640009278,0.1514515,0,0.074940201
H2-noise,0.2,41060,2.939506309,0.544782487,4,0.031896664
H2-noise,0.5,41060,3.493497357,1.125623844,3,0.019285718
H2-noise,0.8,41060,4.219167021,1.431896814,2,0.035077527
H2-noise,1.0,41060,4.709448788,1.551866519,2,0.035116276
H2-noise,0.05,41061,1.886261979,0.159371135,0,0.091604022
H2-noise,0.2,41061,3.56804098,0.584501177,5,0.046448909
H2-noise,0.5,41061,4.23564852,1.209694543,4,0.034373303
H2-noise,0.8,41061,4.92279217,1.548989714,3,0.068930559
H2-noise,1.0,41061,5.514091678,1.664691116,2,0.100067449
H2-noise,0.05,41062,1.758764227,0.158939341,0,0.077932907
H2-noise,0.2,41062,3.244612304,0.585307625,5,0.007109799
H2-noise,0.5,41062,3.643281845,1.223290697,4,0.068997211
H2-noise,0.8,41062,3.999388755,1.574843721,3,0.102080119
H2-noise,1.0,41062,4.306710722,1.654067462,2,0.117940436
H2-noise,0.05,41063,1.530900185,0.13378219,0,0.068393296
H2-noise,0.2,41063,3.145668476,0.537409401,3,0.031289204
H2-noise,0.5,41063,3.714121286,1.168327759,3,0.018249545
H2-noise,0.8,41063,4.197729837,1.531821259,2,0.055763217
H2-noise,1.0,41063,4.917183472,1.632051185,2,0.09673174
H2-noise,0.05,41064,1.955537819,0.18182365,0,0.085610991
H2-noise,0.2,41064,3.501777276,0.643356481,5,0.020092345
H2-noise,0.5,41064,3.944421727,1.29473808,3,0.055517282
H2-noise,0.8,41064,4.439322501,1.619574399,2,0.110042708
H2-noise,1.0,41064,5.051648808,1.738259248,2,0.144203175
H2-noise,0.05,41065,1.536804902,0.144032995,0,0.070464549
H2-noise,0.2,41065,3.020235614,0.558388948,3,0.04981055
H2-noise,0.5,41065,4.308623086,1.222897441,4,0.087275645
H2-noise,0.8,41065,5.066305602,1.594562509,3,0.117622677
H2-noise,1.0,41065,5.434565326,1.670268414,2,0.116776277
H2-noise,0.05,41066,1.832051286,0.149404122,0,0.105453989
H2-noise,0.2,41066,3.787950303,0.576467978,3,0.100098782
H2-noise,0.5,41066,4.496753753,1.246214016,4,0.070530365
H2-noise,0.8,41066,5.125995914,1.610480389,3,0.052147414
H2-noise,1.0,41066,5.415628292,1.683685067,2,0.036544338
H2-noise,0.05,41067,1.802818618,0.158049757,0,0.07639888
H2-noise,0.2,41067,3.418394567,0.594526757,5,0.006956006
H2-noise,0.5,41067,4.062069603,1.220825225,4,0.04749077
H2-noise,0.8,41067,4.557334486,1.525010494,3,0.044719592
H2-noise,1.0,41067,4.963086073,1.716929712,2,0.042930686
H2-noise,0.05,41068,1.747817756,0.152214581,0,0.088284913
H2-noise,0.2,41068,3.324419871,0.567832967,3,0.04660628
H2-noise,0.5,41068,3.834285009,1.202536953,3,0.009000516
H2-noise,0.8,41068,4.513021107,1.568845102,3,0.070104439
H2-noise,1.0,41068,5.087720232,1.657715442,2,0.124961033
H2-noise,0.05,41069,1.500519664,0.14712234,0,0.059278671
H2-noise,0.2,41069,2.826441643,0.558999575,3,0.004514742
H2-noise,0.5,41069,3.764347853,1.224232696,3,0.051841252
H2-noise,0.8,41069,4.363211939,1.629656887,2,0.068861012
H2-noise,1.0,41069,4.909515713,1.740391594,2,0.070959098
H2-noise,0.05,41070,1.687966675,0.157167399,0,0.080493388
H2-noise,0.2,41070,3.21541199,0.585373377,4,0.033378363
H2-noise,0.5,41070,3.763098792,1.22418919,4,0.017804003
H2-noise,0.8,41070,4.287444555,1.55602513,2,0.035775041
H2-noise,1.0,41070,4.757941094,1.684886982,2,0.049388713
H2-noise,0.05,41071,1.723292362,0.165871928,0,0.083599096
H2-noise,0.2,41071,3.24716074,0.616709474,5,0.057306411
H2-noise,0.5,41071,4.21799867,1.294558424,4,0.080658353
H2-noise,0.8,41071,5.007328148,1.66623318,3,0.110549365
H2-noise,1.0,41071,5.420300449,1.749565605,2,0.112264529
H2-noise,0.05,41072,1.902810723,0.171593478,0,0.081983768
H2-noise,0.2,41072,3.573836549,0.631126809,5,0.019110016
H2-noise,0.5,41072,4.178973049,1.264844691,3,0.004461904
H2-noise,0.8,41072,4.63512144,1.585260034,2,0.032957517
H2-noise,1.0,41072,5.190900979,1.647475096,2,0.066666546
H2-noise,0.05,41073,1.650068896,0.141053966,0,0.077908763
H2-noise,0.2,41073,3.073704744,0.511673704,4,0.034315996
H2-noise,0.5,41073,3.720555213,1.099378557,4,0.0101779
H2-noise,0.8,41073,4.423182278,1.448672499,3,0.021242387
H2-noise,1.0,41073,5.029238821,1.529921143,3,0.026205981
H2-noise,0.05,41074,1.792669169,0.149383042,0,0.09377287
H2-noise,0.2,41074,3.512035789,0.556297726,5,0.059396235
H2-noise,0.5,41074,4.07753421,1.157025398,3,0.009690013
H2-noise,0.8,41074,4.685294667,1.453078542,3,0.00816119
H2-noise,1.0,41074,5.254360165,1.725977035,2,0.010993217
H2-noise,0.05,41075,2.005589811,0.172921113,0,0.093125292
H2-noise,0.2,41075,3.769988815,0.629827969,5,0.027740118
H2-noise,0.5,41075,4.22818239,1.28660564,4,0.04473555
H2-noise,0.8,41075,4.814705741,1.647279529,3,0.07389038
H2-noise,1.0,41075,5.168001931,1.730931844,2,0.083961773
H2-noise,0.05,41076,1.66619177,0.144384939,0,0.070941547
H2-noise,0.2,41076,3.241181933,0.557307076,4,0.009151435
H2-noise,0.5,41076,3.840074688,1.179430558,3,0.041534772
H2-noise,0.8,41076,4.168682645,1.512791991,3,0.048203805
H2-noise,1.0,41076,4.457467588,1.57894072,2,0.053640243
H2-noise,0.05,41077,1.431784981,0.132891867,0,0.066605143
H2-noise,0.2,41077,2.896880034,0.525374304,3,0.030828423
H2-noise,0.5,41077,3.382159685,1.167017137,3,0.013615818
H2-noise,0.8,41077,3.798758046,1.549077756,2,0.049513927
H2-noise,1.0,41077,4.361003685,1.650980916,2,0.083017263
H2-noise,0.05,41078,1.760825466,0.166060277,0,0.069791766
H2-noise,0.2,41078,3.304176215,0.61923357,4,0.014931312
H2-noise,0.5,41078,3.929446875,1.295314515,4,0.09620502
H2-noise,0.8,41078,4.538124982,1.690039916,2,0.124601568
H2-noise,1.0,41078,5.161149784,1.8,2,0.141819432
H2-noise,0.05,41079,1.863745767,0.159394289,0,0.092321029
H2-noise,0.2,41079,3.632355669,0.59302494,5,0.041714574
H2-noise,0.5,41079,4.312091319,1.267457062,3,0.029541677
H2-noise,0.8,41079,4.941384381,1.643259152,3,0.070969763
H2-noise,1.0,41079,5.503885358,1.718286284,2,0.097610041
H2-noise,0.05,41080,1.60760848,0.163728719,0,0.079681845
H2-noise,0.2,41080,2.931032699,0.587217152,4,0.057334733
H2-noise,0.5,41080,3.611345218,1.203454113,3,0.054230729
H2-noise,0.8,41080,4.481781886,1.547908719,2,0.061934727
H2-noise,1.0,41080,5.097127028,1.633223377,2,0.060859575
H2-noise,0.05,41081,1.67640144,0.137369366,0,0.079091201
H2-noise,0.2,41081,3.473354841,0.539578856,4,0.035909411
H2-noise,0.5,41081,4.228671676,1.173235075,3,0.023306391
H2-noise,0.8,41081,4.740397352,1.501743071,3,0.03723912
H2-noise,1.0,41081,4.997623606,1.607012046,2,0.03312979
H2-noise,0.05,41082,2.149492849,0.172536356,0,0.105346308
H2-noise,0.2,41082,3.936666911,0.596497661,5,0.053601449
H2-noise,0.5,41082,4.360501164,1.189663195,4,0.013139124
H2-noise,0.8,41082,5.003975846,1.477523641,3,0.007837202
H2-noise,1.0,41082,5.362419944,1.673755531,2,0.011149343
H2-noise,0.05,41083,1.730051176,0.168016441,0,0.074103637
H2-noise,0.2,41083,3.170580614,0.616734314,4,0.00916562
H2-noise,0.5,41083,3.75784965,1.26696806,3,0.016591646
H2-noise,0.8,41083,4.377436078,1.609501791,2,0.022126293
H2-noise,1.0,41083,4.857841872,1.683273565,2,0.04913448
H2-noise,0.05,41084,1.774698744,0.154023003,0,0.073916551
H2-noise,0.2,41084,3.484628692,0.597698465,5,0.009400931
H2-noise,0.5,41084,4.018382872,1.248969191,3,0.055965233
H2-noise,0.8,41084,4.238806654,1.588593846,2,0.073108319
H2-noise,1.0,41084,4.644049684,1.654114411,2,0.075348732
