mechanism,severity,signed_parameter,mechanism_direction,seed,cumulative_model_error,maximum_model_error,proposal_mismatch_steps,final_model_error,observed_fraction_full_sequence,observed_fraction_evaluation_window
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52031,9.607758024,1.091869499,20,0.356943286,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52031,17.207758406,1.291869499,20,0.756942905,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52032,2.20483043,0.741817868,2,0.031880123,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52032,5.265038947,0.921061906,3,0.231880083,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52032,9.100292095,1.038688401,18,0.431879926,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52032,16.700292477,1.238688401,20,0.831879545,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52033,2.52035576,0.792626923,2,0.02131134,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52033,4.570093432,0.979148514,3,0.221311315,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52033,8.419464872,1.103834162,17,0.421311171,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52033,16.019465254,1.303834162,20,0.821310789,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52034,2.386299187,0.84395655,2,0.078917286,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52034,5.833728381,1.000923342,5,0.103510962,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52034,9.648208862,1.108163494,20,0.303510785,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52034,17.248209243,1.308163494,20,0.703510404,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52035,2.160057381,0.790865751,2,0.027584677,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52035,5.572773294,0.97968685,5,0.172415302,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52035,9.485047668,1.135823995,20,0.372415218,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52035,17.089526802,1.338063374,20,0.772414841,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52036,2.351363092,0.852601227,2,0.019557804,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52036,5.340838023,1.024666991,4,0.219556676,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52036,9.144695231,1.126595501,18,0.419556489,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52036,16.744695613,1.326595501,20,0.819556108,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52037,2.367981516,0.731833333,2,0.035670243,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52037,5.613846497,0.922951966,6,0.235670226,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52037,9.465805199,1.048931246,20,0.435670085,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52037,17.06580558,1.248931246,20,0.835669703,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52038,2.692802769,0.769708165,2,0.062987907,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52038,5.779520659,0.967751881,8,0.137012089,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52038,9.667721806,1.111852402,20,0.337011983,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52038,17.267722188,1.311852402,20,0.737011601,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52039,2.218547592,0.744348886,2,0.097575985,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52039,5.738921748,0.937162173,5,0.297575971,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52039,9.602830521,1.069116494,20,0.497575842,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52039,17.202830902,1.269116494,20,0.89757546,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52040,2.539420287,0.880398771,2,0.002285199,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52040,5.952583803,1.075560227,6,0.20228519,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52040,9.81379596,1.20616624,20,0.402285057,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52040,17.413796342,1.40616624,20,0.802284676,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52041,2.573681014,0.834649521,3,0.013231841,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52041,5.760075532,1.001430011,4,0.186768095,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52041,9.572830469,1.10780739,19,0.386767917,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52041,17.17283085,1.30780739,20,0.786767535,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52042,2.138038877,0.732172433,2,0.045157984,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52042,4.990055425,0.920500667,4,0.15483368,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52042,8.861587259,1.056266523,19,0.354833557,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52042,16.4625754,1.256760403,20,0.754833177,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52043,2.357387613,0.819660026,2,0.097032704,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52043,5.787683096,0.97005215,5,0.070664469,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52043,9.601169517,1.076795272,19,0.270664291,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52043,17.201169898,1.276795272,20,0.670663909,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52044,2.078998992,0.795133438,2,0.111687563,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52044,5.227167162,0.990964521,3,0.088312429,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52044,9.036272607,1.095517152,18,0.288312247,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52044,16.636272989,1.295517152,20,0.688311865,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52045,2.349147228,0.827523665,2,0.05225554,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52045,5.140706296,1.020208054,4,0.147248032,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52045,9.019895454,1.159802575,19,0.347247917,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52045,16.619895835,1.359802575,20,0.747247535,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52046,2.365318264,0.732237859,2,0.129068486,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52046,5.485243488,0.876307645,3,0.070575046,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52046,9.294497898,0.980934759,18,0.270574864,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52046,16.89449828,1.180934759,20,0.670574483,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52047,1.864531371,0.691373215,2,0.019889643,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52047,4.834770689,0.850558354,3,0.219889566,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52047,8.661999377,0.964172616,19,0.419889401,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52047,16.261999759,1.164172616,20,0.819889019,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52048,2.194284796,0.764693828,2,0.023345358,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52048,5.701816009,0.96229019,4,0.176654637,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52048,9.514377284,1.068570738,20,0.376654459,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52048,17.114380739,1.268572275,20,0.776654077,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52049,2.086036672,0.790060631,2,0.027741352,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52049,5.704349007,0.984838907,4,0.172258638,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52049,9.570196533,1.117762606,20,0.37225851,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52049,17.170196915,1.317762606,20,0.772258129,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52050,2.371939495,0.862711485,2,0.013767476,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52050,5.200358034,1.02158244,4,0.186215793,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52050,9.020305394,1.131556034,19,0.386215621,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52050,16.620305776,1.331556034,20,0.78621524,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52051,1.745007602,0.716653193,2,0.023217275,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52051,5.027170502,0.88468967,3,0.176782664,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52051,8.838006566,0.990107612,20,0.376782484,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52051,16.438282659,1.190245468,20,0.776782102,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52052,2.227378524,0.808252281,2,0.05480742,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52052,5.815484372,0.995049853,5,0.145192554,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52052,9.635305881,1.104960522,20,0.345192383,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52052,17.236608189,1.305611486,20,0.745192002,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52053,2.565818249,0.844836173,2,0.059300896,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52053,6.402623059,1.041351528,6,0.25930089,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52053,10.25424738,1.167163618,20,0.459300748,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52053,17.854247761,1.367163618,20,0.859300367,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52054,2.379693637,0.785606131,2,0.035829177,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52054,5.649915466,0.984491708,6,0.235829175,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52054,9.53165057,1.125359203,20,0.435829062,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52054,17.131650952,1.325359203,20,0.835828681,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52055,2.337894947,0.740684805,2,0.066171487,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52055,5.882114616,0.934150076,6,0.266171475,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52055,9.72346228,1.054823832,20,0.466171324,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52055,17.323462662,1.254823832,20,0.866170942,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52056,1.896129298,0.731372196,2,0.033456304,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52056,5.179527965,0.924911903,4,0.166543684,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52056,9.039508567,1.054902138,20,0.36654355,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52056,16.639508949,1.254902138,20,0.766543169,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52057,2.411754363,0.737905571,2,0.009020338,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52057,5.281736201,0.925936244,5,0.208768308,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52057,9.126086603,1.04811137,19,0.40876816,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52057,16.726086984,1.24811137,20,0.808767779,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52058,2.23070043,0.762559062,2,0.117968576,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52058,4.889971278,0.956026297,4,0.078560647,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52058,8.743971959,1.083026567,18,0.278560507,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52058,16.34397234,1.283026567,20,0.678560126,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52059,2.04069074,0.745223359,1,0.021615335,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52059,5.41397383,0.914272503,5,0.221615276,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52059,9.222343131,1.018457062,20,0.421615094,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52059,16.822752568,1.21866159,20,0.821614713,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52060,2.638573518,0.853554518,2,0.114445586,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52060,6.166292381,1.051818438,5,0.074461757,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52060,10.023320692,1.180332525,19,0.274461621,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52060,17.62513492,1.381239449,20,0.674461241,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52061,2.587687987,0.838105655,2,0.033909206,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52061,5.895983052,1.021585115,5,0.165958817,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52061,9.707804352,1.127495676,20,0.365958637,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52061,17.307804734,1.327495676,20,0.765958256,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52062,2.292608337,0.872980282,2,0.02856809,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52062,5.279678214,1.059498222,3,0.228567992,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52062,9.131771549,1.185544819,19,0.428567851,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52062,16.73177193,1.385544819,20,0.828567469,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52063,2.574767442,0.852909558,3,0.10260026,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52063,6.205992889,1.025177291,7,0.302580766,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52063,10.012783676,1.128572592,19,0.502580582,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52063,17.612784057,1.328572592,20,0.902580201,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52064,2.122000498,0.805400357,2,0.090395893,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52064,5.479210778,1.002984829,3,0.290395888,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52064,9.383455557,1.155107173,20,0.490395797,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52064,16.983455939,1.355107173,20,0.890395415,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52065,2.114678313,0.713888806,2,0.03345431,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52065,5.536734378,0.904385174,4,0.166545672,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52065,9.375464748,1.023750282,19,0.366545518,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52065,16.97546513,1.223750282,20,0.766545137,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52066,2.076541767,0.698874191,2,0.027179586,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52066,5.790584335,0.895039692,4,0.227179578,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52066,9.70423187,1.051863418,20,0.427179496,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52066,17.313408317,1.256451455,20,0.827179123,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52067,2.008445819,0.687421414,2,0.02139891,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52067,5.77936615,0.87450591,5,0.178601066,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52067,9.643723635,1.006684588,20,0.378600936,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52067,17.243724016,1.206684588,20,0.778600555,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52068,2.162947784,0.813334917,2,0.025687205,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52068,5.652414988,1.00936229,4,0.17431276,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52068,9.492338246,1.129323843,20,0.374312607,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52068,17.092338628,1.329323843,20,0.774312226,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52069,2.169741882,0.888588739,2,0.040546122,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52069,5.783467928,1.074285023,4,0.159453851,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52069,9.60769795,1.18639995,20,0.359453684,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52069,17.207698331,1.38639995,20,0.759453302,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52070,2.36291314,0.80803706,2,0.007234886,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52070,4.7181491,0.989150275,3,0.192765078,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52070,8.539995772,1.100073526,19,0.392764908,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52070,16.139996153,1.300073526,20,0.792764527,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52071,2.324551441,0.765310461,1,0.029550739,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52071,5.512259716,0.927656377,5,0.219681791,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52071,9.393477078,1.068265001,19,0.419681678,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52071,17.009717386,1.276384972,20,0.819681312,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52072,2.190422666,0.752097286,2,0.058325883,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52072,5.207242561,0.933068002,4,0.141674081,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52072,9.011634176,1.035263717,20,0.341673894,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52072,16.611634558,1.235263717,20,0.741673513,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52073,2.259470524,0.831371934,2,0.009030817,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52073,5.787794329,1.029972633,5,0.190969181,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52073,9.633508544,1.152829666,19,0.390969033,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52073,17.233508926,1.352829666,20,0.790968652,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52074,2.39914318,0.858436026,2,0.068906729,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52074,5.773227433,1.045172117,3,0.131084865,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52074,9.585475214,1.151295918,20,0.331084686,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52074,17.185475596,1.351295918,20,0.731084305,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52075,2.064353722,0.852134726,2,0.054530364,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52075,5.465627685,1.026686779,4,0.145469588,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52075,9.294649477,1.141197594,20,0.345469425,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52075,16.894649859,1.341197594,20,0.745469043,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52076,2.267431704,0.826130321,2,0.014122739,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52076,5.682760331,0.997887565,4,0.185877207,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52076,9.493343036,1.103178827,20,0.385877027,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52076,17.093343417,1.303178827,20,0.785876645,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52077,2.207439127,0.733571177,2,0.005111885,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52077,5.308814944,0.922134947,4,0.194888093,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52077,9.118813372,1.027134071,20,0.394887912,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52077,16.718843814,1.227149101,20,0.79488753,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52078,2.044517188,0.79092836,2,0.027728816,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52078,5.360868351,0.970022626,5,0.172271144,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52078,9.184168964,1.081672848,20,0.372270976,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52078,16.784169346,1.281672848,20,0.772270594,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52079,2.175330953,0.832595762,2,0.043528558,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52079,5.619794144,1.019095675,3,0.243460401,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52079,9.44547477,1.131935904,20,0.443460235,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52079,17.045475151,1.331935904,20,0.843459854,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52080,2.133510802,0.750040157,2,0.055619608,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52080,5.395533406,0.946602401,3,0.255619602,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52080,9.225080439,1.061375836,20,0.455619439,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52080,16.82508082,1.261375836,20,0.855619058,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52081,2.429757273,0.836582043,3,0.081636098,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52081,5.667142493,0.986168917,4,0.118363806,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52081,9.504584607,1.104889897,20,0.318363651,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52081,17.104584988,1.304889897,20,0.718363269,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52082,1.96745138,0.715884147,2,0.029516661,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52082,5.856248954,0.91566229,4,0.229516661,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52082,9.67922581,1.027150633,20,0.429516492,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52082,17.279226191,1.227150633,20,0.82951611,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52083,2.182691211,0.836787629,2,0.099734386,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52083,5.456925841,1.019263158,4,0.100265581,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52083,9.282448544,1.132024426,19,0.300265415,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52083,16.882448925,1.332024426,20,0.700265033,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52084,1.94662093,0.768575057,2,0.003282096,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52084,4.940916342,0.921183359,3,0.196717813,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52084,8.743671269,1.022560728,19,0.396717625,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52084,16.34367165,1.222560728,20,0.796717244,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52085,2.026214009,0.750064937,2,0.00701747,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52085,5.767742162,0.933412022,4,0.207017438,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52085,9.616298727,1.057690232,20,0.407017294,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52085,17.216299108,1.257690232,20,0.807016912,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52086,1.831082632,0.776260119,2,0.053969955,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52086,5.078419816,0.95634266,3,0.146030007,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52086,8.92530263,1.079783994,20,0.346029861,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52086,16.525303011,1.279783994,20,0.746029479,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52087,2.136760312,0.795593582,2,0.026197622,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52087,5.309674219,0.965479097,3,0.226197565,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52087,9.131290776,1.07628729,20,0.426197395,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52087,16.731291158,1.27628729,20,0.826197013,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52088,2.235404545,0.826867196,2,0.024075898,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52088,5.709111911,1.01079878,5,0.223871433,1.0,1.0
