mechanism,severity,signed_parameter,mechanism_direction,seed,cumulative_model_error,maximum_model_error,proposal_mismatch_steps,final_model_error,observed_fraction_full_sequence,observed_fraction_evaluation_window
missingness,0.3,0.3,not_directional,52068,3.652098967,1.600066216,3,0.025852991,0.733333333,0.75
missingness,0.5,0.5,not_directional,52068,7.238002085,1.634872907,6,0.024357109,0.533333333,0.55
missingness,0.0,0.0,not_directional,52069,2.169741882,0.888588739,2,0.040546122,1.0,1.0
missingness,0.1,0.1,not_directional,52069,3.082653097,0.870525838,3,0.040544331,0.866666667,0.95
missingness,0.3,0.3,not_directional,52069,3.266862419,0.870489185,3,0.013030891,0.633333333,0.65
missingness,0.5,0.5,not_directional,52069,13.597607843,1.591344847,11,0.018740646,0.4,0.4
missingness,0.0,0.0,not_directional,52070,2.36291314,0.80803706,2,0.007234886,1.0,1.0
missingness,0.1,0.1,not_directional,52070,2.263381776,0.808221677,2,0.014135379,0.9,0.9
missingness,0.3,0.3,not_directional,52070,2.562888008,0.80789165,3,0.053487339,0.7,0.7
missingness,0.5,0.5,not_directional,52070,7.084375703,1.634141926,6,0.020090316,0.366666667,0.3
missingness,0.0,0.0,not_directional,52071,2.324551441,0.765310461,1,0.029550739,1.0,1.0
missingness,0.1,0.1,not_directional,52071,4.011618797,1.612509667,3,0.026896111,0.9,0.9
missingness,0.3,0.3,not_directional,52071,4.178217748,1.639301177,3,0.037951598,0.733333333,0.75
missingness,0.5,0.5,not_directional,52071,5.532953366,1.639349245,5,0.026285903,0.533333333,0.5
missingness,0.0,0.0,not_directional,52072,2.190422666,0.752097286,2,0.058325883,1.0,1.0
missingness,0.1,0.1,not_directional,52072,3.21234137,0.752948106,4,0.058320734,0.9,0.9
missingness,0.3,0.3,not_directional,52072,6.358395962,1.633705487,5,0.023972467,0.666666667,0.7
missingness,0.5,0.5,not_directional,52072,8.561589645,1.581442514,5,0.022777608,0.5,0.55
missingness,0.0,0.0,not_directional,52073,2.259470524,0.831371934,2,0.009030817,1.0,1.0
missingness,0.1,0.1,not_directional,52073,3.574807899,1.556889222,3,0.021279897,0.9,0.85
missingness,0.3,0.3,not_directional,52073,3.951983162,1.557023889,4,0.021268617,0.833333333,0.8
missingness,0.5,0.5,not_directional,52073,5.51034661,1.553965171,6,0.019730667,0.7,0.65
missingness,0.0,0.0,not_directional,52074,2.39914318,0.858436026,2,0.068906729,1.0,1.0
missingness,0.1,0.1,not_directional,52074,2.424387454,0.858251033,2,0.030191411,0.9,0.9
missingness,0.3,0.3,not_directional,52074,3.889066274,1.590747563,3,0.038183242,0.7,0.7
missingness,0.5,0.5,not_directional,52074,4.701358708,1.592226942,4,0.038974808,0.6,0.6
missingness,0.0,0.0,not_directional,52075,2.064353722,0.852134726,2,0.054530364,1.0,1.0
missingness,0.1,0.1,not_directional,52075,2.10610963,0.83847348,2,0.052080813,0.7,0.9
missingness,0.3,0.3,not_directional,52075,1.943507957,0.833544376,2,0.047489478,0.566666667,0.75
missingness,0.5,0.5,not_directional,52075,6.68980901,1.591552281,5,0.059703889,0.333333333,0.45
missingness,0.0,0.0,not_directional,52076,2.267431704,0.826130321,2,0.014122739,1.0,1.0
missingness,0.1,0.1,not_directional,52076,2.267107976,0.825968027,2,0.014122739,0.966666667,1.0
missingness,0.3,0.3,not_directional,52076,3.153533575,0.803376226,3,0.004582557,0.666666667,0.7
missingness,0.5,0.5,not_directional,52076,5.633313998,0.822337884,8,0.013244219,0.333333333,0.4
missingness,0.0,0.0,not_directional,52077,2.207439127,0.733571177,2,0.005111885,1.0,1.0
missingness,0.1,0.1,not_directional,52077,3.927411497,1.613861399,3,0.000106321,0.9,0.9
missingness,0.3,0.3,not_directional,52077,5.46651761,1.613271231,4,0.018289753,0.733333333,0.7
missingness,0.5,0.5,not_directional,52077,5.494349147,1.611499123,4,0.021191959,0.533333333,0.6
missingness,0.0,0.0,not_directional,52078,2.044517188,0.79092836,2,0.027728816,1.0,1.0
missingness,0.1,0.1,not_directional,52078,2.083596166,0.785816885,2,0.076489792,0.9,0.95
missingness,0.3,0.3,not_directional,52078,2.396941257,0.783259478,2,0.087956808,0.733333333,0.75
missingness,0.5,0.5,not_directional,52078,2.634326416,0.772039983,2,0.08542091,0.566666667,0.55
missingness,0.0,0.0,not_directional,52079,2.175330953,0.832595762,2,0.043528558,1.0,1.0
missingness,0.1,0.1,not_directional,52079,2.564125012,0.843464452,3,0.049180852,0.833333333,0.85
missingness,0.3,0.3,not_directional,52079,2.986582883,0.85687674,4,0.022026219,0.7,0.7
missingness,0.5,0.5,not_directional,52079,9.572796158,1.6543484,11,0.050079245,0.366666667,0.3
missingness,0.0,0.0,not_directional,52080,2.133510802,0.750040157,2,0.055619608,1.0,1.0
missingness,0.1,0.1,not_directional,52080,2.098395487,0.75251384,2,0.059350311,0.9,0.9
missingness,0.3,0.3,not_directional,52080,2.324630308,0.764580965,2,0.059357447,0.733333333,0.85
missingness,0.5,0.5,not_directional,52080,2.587942577,0.749722068,2,0.058288068,0.533333333,0.65
missingness,0.0,0.0,not_directional,52081,2.429757273,0.836582043,3,0.081636098,1.0,1.0
missingness,0.1,0.1,not_directional,52081,3.529487038,0.832513379,3,0.081627793,0.866666667,0.9
missingness,0.3,0.3,not_directional,52081,4.419266189,0.828423577,5,0.082225376,0.633333333,0.65
missingness,0.5,0.5,not_directional,52081,4.520903008,0.831132429,5,0.081004977,0.5,0.5
missingness,0.0,0.0,not_directional,52082,1.96745138,0.715884147,2,0.029516661,1.0,1.0
missingness,0.1,0.1,not_directional,52082,1.789017384,0.715884147,2,0.00891532,0.866666667,0.8
missingness,0.3,0.3,not_directional,52082,1.998140141,0.718599794,2,0.036289151,0.633333333,0.6
missingness,0.5,0.5,not_directional,52082,3.521047705,0.717278479,4,0.038541891,0.5,0.45
missingness,0.0,0.0,not_directional,52083,2.182691211,0.836787629,2,0.099734386,1.0,1.0
missingness,0.1,0.1,not_directional,52083,2.949254367,0.836787629,3,0.099732773,0.966666667,0.95
missingness,0.3,0.3,not_directional,52083,5.332973488,1.513091708,4,0.125027941,0.766666667,0.75
missingness,0.5,0.5,not_directional,52083,5.397647741,1.548986972,4,0.124558024,0.566666667,0.65
missingness,0.0,0.0,not_directional,52084,1.94662093,0.768575057,2,0.003282096,1.0,1.0
missingness,0.1,0.1,not_directional,52084,2.700353981,0.768575057,3,0.003427622,0.9,0.85
missingness,0.3,0.3,not_directional,52084,2.88226113,0.762258953,4,0.00147202,0.633333333,0.65
missingness,0.5,0.5,not_directional,52084,3.480233803,0.715286348,5,0.060732929,0.433333333,0.45
missingness,0.0,0.0,not_directional,52085,2.026214009,0.750064937,2,0.00701747,1.0,1.0
missingness,0.1,0.1,not_directional,52085,2.109675435,0.750129168,2,0.008659433,0.866666667,0.85
missingness,0.3,0.3,not_directional,52085,4.267605722,1.58554404,4,0.034092467,0.633333333,0.6
missingness,0.5,0.5,not_directional,52085,6.011341624,1.58554404,6,0.021342741,0.533333333,0.45
missingness,0.0,0.0,not_directional,52086,1.831082632,0.776260119,2,0.053969955,1.0,1.0
missingness,0.1,0.1,not_directional,52086,3.482033527,1.591756497,3,0.056866493,0.833333333,0.85
missingness,0.3,0.3,not_directional,52086,3.53687888,1.65746298,3,0.058102918,0.7,0.75
missingness,0.5,0.5,not_directional,52086,9.574561162,1.658321873,11,0.000255903,0.366666667,0.35
missingness,0.0,0.0,not_directional,52087,2.136760312,0.795593582,2,0.026197622,1.0,1.0
missingness,0.1,0.1,not_directional,52087,3.700800089,0.795567886,4,0.026202502,0.9,0.9
missingness,0.3,0.3,not_directional,52087,5.757760474,0.795740731,8,0.022761176,0.7,0.65
missingness,0.5,0.5,not_directional,52087,7.841231509,0.808653404,10,0.023441991,0.6,0.55
missingness,0.0,0.0,not_directional,52088,2.235404545,0.826867196,2,0.024075898,1.0,1.0
missingness,0.1,0.1,not_directional,52088,2.333134508,0.826867196,2,0.024051034,0.933333333,0.9
missingness,0.3,0.3,not_directional,52088,2.555797389,0.836059541,2,0.011195698,0.666666667,0.65
missingness,0.5,0.5,not_directional,52088,6.670059128,1.61627464,5,0.079340169,0.366666667,0.25
missingness,0.0,0.0,not_directional,52089,2.364156668,0.936160007,2,0.0818414,1.0,1.0
missingness,0.1,0.1,not_directional,52089,3.823999281,1.679076694,3,0.08186535,0.866666667,0.85
missingness,0.3,0.3,not_directional,52089,3.899379142,1.679076694,3,0.081988211,0.833333333,0.8
missingness,0.5,0.5,not_directional,52089,5.222270033,1.6853804,4,0.079945406,0.633333333,0.6
missingness,0.0,0.0,not_directional,52090,2.273451769,0.835440265,2,0.067660349,1.0,1.0
missingness,0.1,0.1,not_directional,52090,2.634223112,0.835440265,3,0.067847076,0.933333333,0.9
missingness,0.3,0.3,not_directional,52090,2.801949436,0.835591873,3,0.067611471,0.8,0.8
missingness,0.5,0.5,not_directional,52090,5.436181011,1.58035881,5,0.059801671,0.633333333,0.6
missingness,0.0,0.0,not_directional,52091,2.276137533,0.834156465,2,0.02005404,1.0,1.0
missingness,0.1,0.1,not_directional,52091,2.277841711,0.835062557,2,0.020054039,0.966666667,1.0
missingness,0.3,0.3,not_directional,52091,3.024102466,0.835062557,4,0.031581442,0.833333333,0.8
missingness,0.5,0.5,not_directional,52091,3.939415939,0.817266169,6,0.009512636,0.533333333,0.5
missingness,0.0,0.0,not_directional,52092,2.11481297,0.819021739,2,0.120934291,1.0,1.0
missingness,0.1,0.1,not_directional,52092,2.110680329,0.816871487,2,0.120934287,0.933333333,1.0
missingness,0.3,0.3,not_directional,52092,2.442793647,0.825270169,3,0.075317169,0.666666667,0.75
missingness,0.5,0.5,not_directional,52092,4.540060629,0.857239735,5,0.075672575,0.433333333,0.55
missingness,0.0,0.0,not_directional,52093,2.520486592,0.866918779,2,0.003329999,1.0,1.0
missingness,0.1,0.1,not_directional,52093,2.555099824,0.866894617,2,0.003042479,0.9,0.9
missingness,0.3,0.3,not_directional,52093,2.471188154,0.867552369,2,0.000917213,0.766666667,0.8
missingness,0.5,0.5,not_directional,52093,5.348030643,1.659940771,6,0.028154702,0.533333333,0.45
missingness,0.0,0.0,not_directional,52094,2.378231671,0.874020311,2,0.050080429,1.0,1.0
missingness,0.1,0.1,not_directional,52094,2.438014519,0.874020311,2,0.067456753,0.933333333,0.9
missingness,0.3,0.3,not_directional,52094,2.80829731,0.873927889,3,0.091941385,0.666666667,0.65
missingness,0.5,0.5,not_directional,52094,4.264812464,1.574724238,4,0.022128668,0.3,0.35
missingness,0.0,0.0,not_directional,52095,2.20645306,0.836835779,2,0.117863784,1.0,1.0
missingness,0.1,0.1,not_directional,52095,2.205406416,0.832584396,2,0.118218747,0.9,0.9
missingness,0.3,0.3,not_directional,52095,2.262053342,0.832584396,2,0.081083494,0.8,0.75
missingness,0.5,0.5,not_directional,52095,2.436779763,0.834212098,2,0.064204226,0.6,0.55
missingness,0.0,0.0,not_directional,52096,2.349532869,0.915195916,2,0.078990887,1.0,1.0
missingness,0.1,0.1,not_directional,52096,2.263896566,0.871405233,2,0.066693175,0.8,0.75
missingness,0.3,0.3,not_directional,52096,3.934837149,1.635330378,3,0.078196855,0.533333333,0.4
missingness,0.5,0.5,not_directional,52096,8.165647698,1.633291341,10,0.144849666,0.3,0.15
missingness,0.0,0.0,not_directional,52097,2.049523371,0.709201325,2,0.056325228,1.0,1.0
missingness,0.1,0.1,not_directional,52097,3.824367785,1.57303602,4,0.057533508,0.8,0.75
missingness,0.3,0.3,not_directional,52097,4.944415106,1.61841322,4,0.036924562,0.533333333,0.5
missingness,0.5,0.5,not_directional,52097,9.131944422,1.61607629,9,0.030436013,0.4,0.35
missingness,0.0,0.0,not_directional,52098,1.933366365,0.806846681,2,0.011128361,1.0,1.0
missingness,0.1,0.1,not_directional,52098,1.900646837,0.743726435,2,0.011079177,0.933333333,0.95
missingness,0.3,0.3,not_directional,52098,1.91339477,0.787519727,2,0.011194215,0.733333333,0.8
missingness,0.5,0.5,not_directional,52098,1.787681691,0.742914528,2,0.01090426,0.5,0.65
missingness,0.0,0.0,not_directional,52099,2.198504714,0.793443474,2,0.020878932,1.0,1.0
missingness,0.1,0.1,not_directional,52099,2.178096235,0.79338036,2,0.020876737,0.833333333,0.9
missingness,0.3,0.3,not_directional,52099,3.05799184,0.79338036,3,0.021049698,0.733333333,0.75
missingness,0.5,0.5,not_directional,52099,3.581662847,0.792560876,6,0.019452522,0.6,0.65
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52000,2.488091387,0.870540724,2,0.03479456,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52000,5.394105286,1.028262056,4,0.234794479,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52000,9.204545026,1.133481835,20,0.434794298,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52000,16.804545407,1.333481835,20,0.834793917,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52001,1.840149378,0.736693556,2,0.018443517,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52001,5.33845514,0.936254137,3,0.181241444,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52001,9.203965113,1.069009059,19,0.381241316,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52001,16.80401233,1.269032477,20,0.781240934,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52002,2.465381218,0.735789069,2,0.105893416,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52002,5.329730554,0.917925093,5,0.305756431,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52002,9.155531819,1.030825643,18,0.505756265,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52002,16.755532201,1.230825643,20,0.905755883,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52003,2.538859008,0.814967683,2,0.048034455,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52003,5.77482715,0.980428444,5,0.247958997,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52003,9.593562369,1.089795967,19,0.447958824,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52003,17.19356275,1.289795967,20,0.847958443,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52004,1.91912236,0.790318023,2,0.050502728,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52004,5.50195221,0.989618457,3,0.149495451,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52004,9.383859119,1.130571855,19,0.349495339,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52004,16.983859501,1.330571855,20,0.749494957,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52005,2.244214097,0.869149163,3,0.0759421,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52005,6.205788624,1.053659444,3,0.27594207,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52005,10.042629595,1.172079852,20,0.475941914,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52005,17.642643257,1.372086492,20,0.875941533,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52006,2.026997342,0.847093008,2,0.069682547,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52006,5.732551171,1.009341174,5,0.269682475,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52006,9.552701687,1.119416347,20,0.469682303,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52006,17.152767746,1.319449185,20,0.869681922,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52007,2.300395483,0.809441692,2,0.101142065,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52007,5.774900947,0.991487736,7,0.30114203,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52007,9.577321385,1.09269786,20,0.501141842,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52007,17.177321766,1.29269786,20,0.90114146,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52008,2.227553451,0.812421553,2,0.055563599,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52008,5.206858788,1.008259146,3,0.255563591,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52008,9.085899043,1.147779216,20,0.455563475,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52008,16.685899424,1.347779216,20,0.855563094,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52009,2.075197228,0.794459532,2,0.01261579,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52009,5.285377122,0.979476752,4,0.18117604,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52009,9.194580594,1.134078445,19,0.381175953,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52009,16.796754809,1.335165363,20,0.781175574,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52010,2.102893116,0.765598536,2,0.058184167,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52010,5.556228982,0.949578577,5,0.258183678,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52010,9.392184544,1.06755628,20,0.458183522,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52010,16.992184926,1.26755628,20,0.85818314,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52011,2.067514324,0.797954943,2,0.090232111,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52011,5.35322693,0.977551438,4,0.109766368,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52011,9.205533657,1.103704731,20,0.309766227,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52011,16.805534038,1.303704731,20,0.709765845,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52012,2.291843119,0.753580726,2,0.009679829,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52012,6.023060778,0.939965014,6,0.190320145,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52012,9.86395271,1.060410904,20,0.390319993,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52012,17.463953091,1.260410904,20,0.790319612,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52013,2.360970539,0.788166014,2,0.012669905,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52013,5.712900936,0.987802678,4,0.212610336,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52013,9.62530293,1.144003634,19,0.412610252,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52013,17.225303311,1.344003634,20,0.812609871,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52014,1.798991347,0.720290698,1,0.029158267,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52014,4.751693231,0.913147196,3,0.229153297,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52014,8.57127631,1.02293865,19,0.429153125,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52014,16.17134934,1.222974974,20,0.829152743,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52015,2.411421949,0.814093428,2,0.079128607,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52015,5.974546062,1.005160148,3,0.279128141,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52015,9.836729298,1.1362517,20,0.47912801,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52015,17.43687478,1.33632425,20,0.879127628,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52016,2.046563423,0.767102115,2,0.02463256,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52016,5.770727173,0.95198185,3,0.224632531,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52016,9.624208412,1.0787224,20,0.424632391,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52016,17.224208793,1.2787224,20,0.824632009,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52017,2.081227363,0.790193959,2,0.074460028,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52017,5.422722537,0.983694278,3,0.274460015,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52017,9.313823756,1.129244836,20,0.474459912,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52017,16.913824137,1.329244836,20,0.87445953,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52018,2.001186227,0.834305957,2,0.077915245,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52018,5.393850574,1.024272913,3,0.122084735,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52018,9.210265995,1.132480535,20,0.32208456,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52018,16.81042098,1.332557837,20,0.722084179,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52019,2.09716538,0.752333653,2,0.076806386,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52019,5.439788313,0.949011335,4,0.276806379,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52019,9.307612447,1.082923339,20,0.476806253,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52019,16.907612829,1.282923339,20,0.876805872,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52020,2.118503862,0.798866708,2,0.051225357,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52020,5.142837469,0.987252716,4,0.251211291,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52020,8.973648763,1.102658282,19,0.451211129,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52020,16.573649144,1.302658282,20,0.851210748,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52021,2.044494027,0.741592729,1,0.030944337,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52021,5.167903742,0.921406139,3,0.230873843,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52021,8.987983525,1.031445944,18,0.430873671,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52021,16.587983906,1.231445944,20,0.83087329,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52022,2.306259799,0.782779954,2,0.046051604,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52022,5.495438711,0.963480895,5,0.246051567,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52022,9.305557454,1.068540176,20,0.446051386,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52022,16.905557835,1.268540176,20,0.846051005,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52023,2.654576869,0.951844023,2,0.07662765,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52023,5.176299411,1.077461214,4,0.276627449,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52023,8.98590732,1.182265078,18,0.476627267,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52023,16.585907702,1.382265078,20,0.876626885,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52024,2.52073826,0.779596323,2,0.044475478,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52024,5.768323421,0.972493039,5,0.244475464,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52024,9.665763761,1.12121316,20,0.444475367,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52024,17.265764143,1.32121316,20,0.844474985,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52025,2.109631732,0.83545739,2,0.085609788,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52025,4.719806943,1.011699844,3,0.112756354,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52025,8.523554405,1.113573481,17,0.312756166,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52025,16.123554787,1.313573481,20,0.712755785,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52026,2.529305648,0.841541309,2,0.023883851,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52026,6.180424994,1.035391814,6,0.223883839,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52026,10.073838688,1.182098611,20,0.423883737,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52026,17.67383907,1.382098611,20,0.823883356,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52027,2.172272378,0.801615923,2,0.042737852,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52027,5.867119516,0.964396974,4,0.157262077,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52027,9.675478139,1.068576194,20,0.357261894,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52027,17.275519835,1.268596851,20,0.757261513,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52028,2.859348412,0.86198175,2,0.013600827,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52028,6.473772563,1.027490279,11,0.186398841,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52028,10.280467629,1.13083772,20,0.386398657,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52028,17.880468011,1.33083772,20,0.786398275,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52029,2.253922536,0.786558319,2,0.002191636,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52029,4.989203604,0.965817127,3,0.197756344,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52029,8.80277503,1.072602751,18,0.397756167,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52029,16.402775412,1.272602751,20,0.797755785,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52030,2.040770353,0.822640145,2,0.023937317,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52030,5.731112818,0.965005174,4,0.176062573,1.0,1.0
systematic_bias,0.4,-0.4,negative_away_from_postchange_reference,52030,9.581224619,1.090061003,20,0.37606243,1.0,1.0
systematic_bias,0.8,-0.8,negative_away_from_postchange_reference,52030,17.194110255,1.296503636,20,0.776062061,1.0,1.0
systematic_bias,0.0,-0.0,negative_away_from_postchange_reference,52031,2.157409666,0.762185584,2,0.043056579,1.0,1.0
systematic_bias,0.2,-0.2,negative_away_from_postchange_reference,52031,5.744099902,0.960040503,6,0.156943417,1.0,1.0
